name,platform,year,genre,publisher,NA_sales,EU_sales,JP_sales,other_sales
Phantasy Star Online 2,PSV,2013,Role-Playing,Sega,0,0,160000,0
Tears to Tiara Anecdotes: The Secret of Avalon,PS3,2009,Strategy,Aqua Plus,0,0,40000,0
Samurai Shodown: Warrios Rage,PS,1999,Fighting,SNK,10000,0,0,0
"Saiyuuki: Kinkaku, Ginkaku no Inbou",DS,2007,Role-Playing,D3Publisher,0,0,90000,0
The Legend of Zelda: Four Swords Adventures,GC,2004,Action,Nintendo,630000,160000,0,20000
Hero Bank,3DS,2014,Role-Playing,Sega,0,0,70000,0
Dragon Ball Z Super Gokuden: Kakusei-Hen,SNES,1995,Role-Playing,Namco Bandai Games,0,0,110000,0
Star Trek: Conquest,PS2,,Strategy,Bethesda Softworks,60000,40000,0,10000
Super Mario 64,DS,2004,Platform,Nintendo,5080000,3110000,1250000,980000
Downtown Nekketsu Koushinkyoku: Soreyuke Daiundoukai All-Star Special,PS3,2015,Action,Arc System Works,0,0,20000,0
Deer Drive,DS,2010,Sports,Mastiff,410000,0,0,20000
Forza Horizon 2,X360,2014,Racing,Microsoft Game Studios,350000,430000,0,70000
Jikkyou Powerful Pro Yakyuu Portable 3,PSP,2008,Sports,Konami Digital Entertainment,0,0,310000,0
Jak X: Combat Racing,PS2,2005,Racing,Sony Computer Entertainment,450000,20000,0,70000
Galileo,DS,2008,Adventure,D3Publisher,0,0,30000,0
Brain Exercise With Dr. Kawashima,PC,2009,Puzzle,Namco Bandai Games,0,10000,0,0
Chaotic: Shadow Warriors,PS3,2009,Action,Activision,150000,0,0,10000
Ready 2 Rumble Boxing,PS,1998,Sports,Midway Games,600000,410000,0,70000
Crazy Climber,2600,1981,Action,Atari,210000,10000,0,0
The Evil Within,PS3,2014,Action,Bethesda Softworks,260000,390000,120000,140000
Finding Nemo: Escape to the Big Blue,DS,2006,Action,THQ,120000,40000,0,10000
Sonic Generations,PC,2011,Platform,Sega,20000,70000,0,20000
Ciel Nosurge: Ushinawareta Hoshi e Sasagu Uta,PSV,2012,Adventure,Gust,0,0,100000,0
The Mummy Returns,PS2,2001,Action,Universal Interactive,250000,190000,0,60000
Batman: Arkham Asylum,X360,2009,Action,Eidos Interactive,2200000,970000,20000,310000
Astroblast,2600,1981,Action,Mattel Interactive,290000,20000,0,0
Mario Kart 8,WiiU,2014,Racing,Nintendo,3130000,2070000,1270000,490000
DiRT 2,Wii,2009,Racing,Codemasters,110000,230000,0,40000
Phantasy Star Portable 2: Infinity,PSP,2011,Role-Playing,Sega,0,0,370000,0
World Snooker Championship 2007,X360,2007,Sports,Sega,0,10000,0,0
Gauntlet: Dark Legacy,GC,2002,Action,Midway Games,140000,40000,0,0
Harry Potter and the Chamber of Secrets,XB,2002,Action,Electronic Arts,270000,80000,0,10000
Donkey Kong Jungle Climber,DS,2007,Platform,Nintendo,260000,40000,240000,30000
Happy Feet Two,X360,,Action,Warner Bros. Interactive Entertainment,80000,10000,0,10000
Hayate no Gotoku! Ojousama Produce Daisakusen Boku Iro ni Somare! Oyashiki-Hen,DS,2008,Simulation,Konami Digital Entertainment,0,0,30000,0
Donkey Kong,NES,1983,Platform,Nintendo,230000,50000,840000,10000
Dino Crisis 3,XB,2003,Action,Capcom,80000,30000,30000,0
Defender,XB,2002,Misc,Midway Games,70000,20000,0,0
Madden NFL 2003,PS2,2002,Sports,Electronic Arts,3360000,210000,10000,560000
Iron & Blood,PS,1996,Fighting,Acclaim Entertainment,80000,50000,0,10000
Ultimate Puzzle Games: Sudoku Edition,DS,2007,Puzzle,Telegames,110000,0,0,10000
Prince of Persia: The Forgotten Sands,DS,2010,Action,Ubisoft,140000,10000,0,10000
Twin Strike: Operation Thunder,Wii,2008,Shooter,Zoo Games,40000,0,0,0
SPRay,Wii,2008,Action,Tecmo Koei,40000,0,0,0
The X Files,PS,1999,Adventure,Sony Computer Entertainment,240000,160000,0,30000
Castlevania,NES,1986,Platform,Konami Digital Entertainment,540000,60000,620000,10000
Ford vs. Chevy,PS2,2005,Racing,Global Star,110000,90000,0,30000
Pirates of the Burning Sea,PC,2008,Role-Playing,Koch Media,0,10000,0,0
The Technomancer,XOne,2016,Role-Playing,Focus Home Interactive,10000,10000,0,0
FIFA Soccer,PSP,2005,Sports,Electronic Arts,110000,0,0,10000
Mario Party 2,N64,1999,Misc,Nintendo,1280000,140000,1080000,10000
Beat Down: Fists of Vengeance,PS2,2005,Action,Capcom,40000,30000,90000,10000
Cabela's Dangerous Hunts 2009,PS2,2008,Sports,Activision Value,90000,70000,0,20000
Urban Reign,PS2,2005,Action,Namco Bandai Games,40000,30000,0,10000
Taiko no Tatsujin: Atsumete Tomodachi Daisakusen!,WiiU,2015,Misc,Namco Bandai Games,0,0,60000,0
Broken Sword: Shadow of the Templars - The Director's Cut,Wii,2009,Adventure,Ubisoft,120000,100000,0,20000
Fishdom 2 Deluxe,PC,2010,Puzzle,Rondomedia,0,20000,0,10000
Tony Hawk's American Wasteland (Old all region sales),PS2,2005,Sports,Activision,800000,630000,10000,190000
MLB 2K12 / NBA 2K12 Combo Pack,X360,2012,Sports,Take-Two Interactive,40000,0,0,0
Higurashi no Nakukoru ni Kizuna: Dai-Ichi-Kan - Tatari,DS,2008,Adventure,Alchemist,0,0,70000,0
Knockout Kings,PS,1997,Fighting,Electronic Arts,1070000,390000,0,60000
FIFA Soccer 10,PS3,2009,Sports,Electronic Arts,600000,2460000,50000,520000
Football Manager Handheld 2009,PSP,2008,Sports,Sega,0,470000,0,20000
Tom Clancy's The Division,PS4,2016,Shooter,Ubisoft,1280000,1610000,150000,570000
Metal Max 3,DS,2010,Role-Playing,Enterbrain,0,0,130000,0
Kidou Senshi Gundam F91: Formula Senki 0122,SNES,1991,Strategy,Namco Bandai Games,0,0,330000,0
Clannad: Mitsumi Mamoru Sakamichi de - Joukan,PSP,2010,Adventure,Prototype,0,0,20000,0
MLB SlugFest Loaded,PS2,2004,Sports,Midway Games,140000,110000,0,40000
Rodea the Sky Soldier,WiiU,2015,Action,Nippon Ichi Software,80000,20000,10000,10000
Zero no Tsukaima: Shou-akuma to Harukaze no Concerto,PS2,2007,Adventure,Marvelous Interactive,0,0,20000,0
Walt Disney's The Jungle Book: Rhythm N'Groove,PS,2000,Misc,Sony Computer Entertainment,50000,30000,0,10000
Justice League Heroes,PSP,2006,Role-Playing,Eidos Interactive,200000,10000,0,20000
LEGO Bionicle,GBA,2001,Platform,LEGO Media,40000,20000,0,0
BioShock 2,X360,2010,Shooter,Take-Two Interactive,1450000,550000,20000,190000
Carmen Sandiego: The Secret of the Stolen Drums,GC,2004,Action,BAM! Entertainment,20000,0,0,0
Gallop Racer Inbreed,PS2,2006,Sports,Tecmo Koei,0,0,20000,0
The Sims 2: Ikea Home Stuff,PC,2008,Simulation,Electronic Arts,0,70000,0,20000
Knights Contract,PS3,2011,Action,Namco Bandai Games,40000,30000,0,10000
Taiko no Tatsujin Wii: Dodon to 2 Yome!,Wii,2009,Misc,Namco Bandai Games,0,0,400000,0
F1 2001,XB,2001,Racing,Electronic Arts,50000,10000,0,0
Animal Planet: Emergency Vets,DS,2009,Simulation,Activision,80000,0,0,10000
NHL Hitz 20-03,PS2,2002,Sports,Midway Games,140000,110000,0,40000
Torino 2006,PS2,2006,Sports,Take-Two Interactive,60000,50000,0,20000
Dragon Tales: Dragon Seek,PS,2000,Platform,Ubisoft,50000,30000,0,10000
Cloudy With a Chance of Meatballs,PS3,2009,Platform,Ubisoft,90000,10000,0,10000
Record of Agarest War 2,PS3,2010,Role-Playing,Compile Heart,90000,0,40000,10000
Sudoku Fever,GBA,2006,Puzzle,Take-Two Interactive,50000,20000,0,0
NBA Jam Tournament Edition,SNES,1995,Sports,Acclaim Entertainment,870000,120000,0,20000
Freedom Wars,PSV,2014,Role-Playing,Sony Computer Entertainment,220000,140000,320000,100000
Ghost in the Shell: Stand Alone Complex,PSP,2005,Adventure,Atari,60000,0,0,10000
Sentimental Graffiti 2,DC,2000,Adventure,NEC Interchannel,0,0,80000,0
The Walking Dead: Season One,XOne,2014,Adventure,Telltale Games,80000,60000,0,10000
Baldur's Gate: Dark Alliance,GC,2002,Role-Playing,Virgin Interactive,110000,30000,0,0
Uncharted 3: Drake's Deception,PS3,2011,Action,Sony Computer Entertainment,2770000,2800000,190000,1060000
Damnation,X360,2009,Shooter,Codemasters,60000,10000,0,10000
Brave Fencer Musashi,PS,1998,Role-Playing,SquareSoft,250000,170000,650000,70000
Portal 2,PS3,2011,Shooter,Valve,830000,630000,20000,250000
Tennis,NES,1984,Sports,Nintendo,480000,110000,1560000,20000
Harvest Moon: Sunshine Islands,DS,2008,Simulation,Rising Star Games,350000,30000,170000,30000
Risen 2: Dark Waters,PC,2012,Role-Playing,Deep Silver,0,190000,0,40000
Deer Hunter,PS2,2003,Sports,Atari,140000,110000,0,40000
WTA Tour Tennis,XB,2002,Sports,Konami Digital Entertainment,10000,0,0,0
Big League Sports: Summer,DS,2009,Sports,Activision,100000,0,0,10000
Master of the Monster Lair,DS,2007,Role-Playing,Rising Star Games,100000,0,0,10000
Wipeout 2,X360,2011,Misc,Activision,250000,0,0,20000
Elite Beat Agents,DS,2006,Misc,Nintendo,310000,30000,0,30000
Rocket Power: Zero Gravity Zone,GBA,2003,Sports,THQ,140000,50000,0,0
Need for Speed: Most Wanted,GBA,2005,Racing,Electronic Arts,190000,70000,0,0
Transformer: Rise of the Dark Spark,XOne,2014,Action,Activision,60000,30000,0,10000
Kurupoto Cool Cool Stars,DS,2007,Action,Starfish,60000,0,0,0
Tak and the Guardians of Gross,Wii,2008,Action,THQ,150000,0,0,10000
Zangeki no Reginleiv,Wii,2010,Action,Nintendo,0,0,110000,0
Rock Blast,Wii,2010,Puzzle,UFO Interactive,20000,0,0,0
Star Wars: Dark Forces,PS,1996,Shooter,LucasArts,310000,210000,0,40000
Countdown: The Game,Wii,2009,Puzzle,Mindscape,0,50000,0,0
Centipede,2600,1981,Shooter,Atari,1260000,80000,0,10000
The Golf Club,PS4,2014,Sports,Unknown,50000,20000,0,10000
nail'd,X360,2010,Racing,Deep Silver,80000,20000,0,10000
Dragon Age: Origins,X360,2009,Role-Playing,Electronic Arts,1760000,560000,30000,220000
Zoo Tycoon 2: Ultimate Collection,PC,2008,Strategy,Microsoft Game Studios,40000,180000,0,40000
No Man's Sky,PS4,2016,Action,Hello Games,580000,740000,20000,260000
Super Metroid,SNES,1994,Action,Nintendo,570000,120000,710000,20000
My Virtual Tutor: Reading Adventure First to Second Grade,DS,2009,Misc,Mentor Interactive,380000,0,0,30000
Fire Emblem: Path of Radiance,GC,2005,Action,Nintendo,290000,80000,160000,10000
"Holy Invasion of Privacy, Badman! What Did I Do to Deserve This?",PSP,2007,Role-Playing,Nippon Ichi Software,0,0,130000,0
Microsoft Flight Simulator X Acceleration Expansion Pack,PC,2007,Simulation,Microsoft Game Studios,0,40000,0,10000
Touch Detective,DS,2006,Adventure,505 Games,60000,30000,0,10000
Pajama Sam: You are What You Eat From Your Head to Your Feet,PS,2001,Adventure,Infogrames,20000,10000,0,0
Dark Void,PC,2010,Action,Capcom,0,10000,0,0
Tiger Woods PGA Tour 14,X360,2013,Sports,Electronic Arts,210000,130000,0,30000
Dr. Mario,GB,1989,Puzzle,Nintendo,2180000,960000,2000000,200000
PGA Tour 97,PS,1996,Sports,Electronic Arts,160000,110000,0,20000
Rock Band 3,PS3,2010,Misc,MTV Games,430000,90000,0,60000
Sonic Boom: Fire & Ice,3DS,2016,Platform,Sega,30000,0,0,0
Vampire Legends: Power of Three,DS,2010,Adventure,THQ,70000,0,0,0
The Smurfs 2,DS,2013,Platform,Ubisoft,0,210000,0,20000
Deal or No Deal,DS,2007,Misc,Mindscape,1150000,410000,0,150000
Hyperdimension Neptunia mk2,PS3,2011,Action,Nippon Ichi Software,0,10000,0,0
MAPLUS: Portable Navi,PSP,2006,Misc,Edia,0,0,70000,0
SingStar Abba,PS2,2008,Misc,Sony Computer Entertainment,230000,40000,0,1090000
Silent Hill 2,PS2,2001,Action,Konami Digital Entertainment,620000,490000,0,160000
Legend of Kay,PS4,2015,Action,Nordic Games,20000,30000,0,10000
Rudra no Hihou,SNES,1996,Role-Playing,SquareSoft,0,0,150000,0
Ribbit King,PS2,2003,Sports,Atari,50000,40000,0,10000
Yoshi's Story,N64,1997,Platform,Nintendo,1290000,530000,980000,50000
Stretch Panic,PS2,2001,Platform,Midas Interactive Entertainment,20000,20000,0,10000
Jawbreaker,2600,1981,Action,Tigervision,420000,30000,0,0
Yu-Gi-Oh! 5D's World Championship 2010 Reverse of Arcadia,DS,2010,Strategy,Konami Digital Entertainment,180000,20000,90000,20000
Tom Clancy's Ghost Recon: Advanced Warfighter,PS2,2006,Shooter,Ubisoft,30000,20000,0,10000
Epic Mickey: Power of Illusion,3DS,2012,Action,Disney Interactive Studios,360000,40000,40000,40000
Legendary,PC,2008,Shooter,Atari,0,10000,0,0
Hiiro no Kakera: Shin Tamayori Hime Denshou,PS2,2009,Adventure,Idea Factory,0,0,10000,0
Raze's Hell,XB,2005,Shooter,Majesco Entertainment,40000,10000,0,0
The Smurfs 2,X360,2013,Platform,Ubisoft,30000,90000,0,10000
Ganbare Goemon: Toukai Douchuu Ooedo Tengurigaeshi no Maki,DS,2005,Action,Konami Digital Entertainment,0,0,30000,0
BeatMania IIDX 16: Empress + Premium Best,PS2,2009,Simulation,Konami Digital Entertainment,0,0,40000,0
Tatsunoko vs. Capcom: Ultimate All-Stars,Wii,2010,Fighting,Capcom,320000,160000,30000,50000
Higurashi no Naku Koro ni Kizuna: Dai-Yon-Kan - Kizuna,DS,2010,Adventure,Alchemist,0,0,30000,0
The Chronicles of Riddick: Assault on Dark Athena,X360,2009,Shooter,Atari,160000,100000,0,30000
Army Rescue,Wii,2009,Shooter,UFO Interactive,20000,0,0,0
La Pucelle: Ragnarok,PSP,2009,Role-Playing,Nippon Ichi Software,0,0,30000,0
SD Gundam G Generation Neo,PS2,2002,Strategy,Namco Bandai Games,0,0,570000,0
World Soccer Winning Eleven 6 International,PS2,2002,Sports,Konami Digital Entertainment,120000,1260000,1160000,450000
From TV Animation One Piece: Grand Battle 2,PS,2002,Fighting,Namco Bandai Games,0,0,560000,40000
Medal of Honor: Underground,PS,2000,Shooter,Electronic Arts,540000,370000,0,60000
Animal Crossing: Amiibo Festival,WiiU,2015,Misc,Nintendo,190000,110000,90000,30000
Tom Clancy's Ghost Recon: Future Soldier,PC,2012,Shooter,Ubisoft,50000,100000,0,30000
Sleeping Dogs,PS3,2012,Action,Square Enix,310000,500000,50000,190000
Lovely Lisa and Friends,DS,2010,Simulation,Tomy Corporation,120000,0,0,10000
Dragon Ball: Origins 2,DS,2010,Action,Namco Bandai Games,50000,20000,80000,10000
Mobile Suit Gundam Age: Universe Accel / Cosmic Drive,PSP,2012,Action,Namco Bandai Games,0,0,110000,0
The Treasures of Montezuma,DS,2010,Puzzle,Foreign Media Games,20000,20000,0,0
Bakugan: Battle Brawlers,PS2,2009,Action,Activision,210000,160000,0,50000
Secret Service,X360,2008,Action,Activision Value,40000,0,0,0
Bottom of the 9th '99,PS,1998,Sports,Konami Digital Entertainment,30000,20000,0,0
Press Your Luck 2010 Edition,DS,2009,Misc,Ubisoft,190000,0,0,10000
Pokémon Stadium 2,N64,2000,Strategy,Nintendo,1020000,360000,1130000,230000
NCAA Football 2003,GC,2002,Sports,Electronic Arts,160000,40000,0,10000
Resident Evil 6,PS4,2016,Shooter,Capcom,50000,0,0,10000
Medabots Girls Mission: Metabee Ver. / Rokusho Ver.,3DS,2016,Role-Playing,Rocket Company,0,0,30000,0
Mega Man X4,PS,1996,Action,Virgin Interactive,450000,300000,220000,70000
NHL 97,PS,1996,Sports,Electronic Arts,260000,180000,0,30000
Mappy,NES,1984,Platform,Namco Bandai Games,0,0,690000,0
Rock Revolution,DS,2008,Misc,Konami Digital Entertainment,100000,0,0,10000
We Sing Robbie Williams,Wii,2010,Misc,Nordic Games,0,190000,0,30000
Taito Legends Power Up,PSP,2007,Action,Destineer,50000,0,0,0
007 Racing,PS,2000,Racing,Electronic Arts,300000,200000,0,30000
Daigasso! Band Brothers,DS,2004,Misc,Nintendo,0,0,190000,0
SNK vs. Capcom: SVC Chaos,XB,2004,Fighting,Ignition Entertainment,80000,20000,0,0
Catherine,X360,2011,Adventure,Deep Silver,200000,60000,30000,20000
Double Sequence: The Q-Virus Invasion,DS,2008,Puzzle,Zoo Digital Publishing,10000,0,0,0
Batman: Arkham City,X360,2011,Action,Warner Bros. Interactive Entertainment,2990000,1310000,40000,410000
Dream C Club Portable,PSP,2010,Simulation,D3Publisher,0,0,60000,0
Yu-Gi-Oh! Nightmare Troubadour (JP sales),DS,2005,Action,Konami Digital Entertainment,0,40000,100000,0
Camp Rock: The Final Jam,DS,2010,Misc,Disney Interactive Studios,140000,20000,0,10000
Bionicle Heroes,GC,2006,Shooter,Eidos Interactive,80000,20000,0,0
Buffy the Vampire Slayer: Wrath of the Darkhul King,GBA,2003,Action,THQ,20000,10000,0,0
Gakken DS: Shin TOEIC Test Kanzen Kouryaku,DS,2007,Misc,Gakken,0,0,20000,0
Green Lantern: Rise of the Manhunters,PS3,2011,Action,Warner Bros. Interactive Entertainment,90000,50000,0,30000
Carnival Games: Wild West 3D,3DS,2011,Misc,Take-Two Interactive,60000,20000,0,10000
WWF Attitude,N64,1999,Fighting,Acclaim Entertainment,570000,130000,0,10000
Risen,PC,2009,Role-Playing,Deep Silver,0,110000,0,30000
Trade & Battle: Card Hero,GB,2000,Strategy,Nintendo,0,0,200000,0
Overwatch,PS4,2016,Shooter,Activision,640000,680000,140000,260000
Mario Kart 64,N64,1996,Racing,Nintendo,5550000,1940000,2230000,150000
The Stronghold Collection,PC,2009,Strategy,Take-Two Interactive,30000,80000,0,20000
The Elder Scrolls Online,PC,2014,Role-Playing,Bethesda Softworks,320000,480000,0,90000
Fight Night Champion,PS3,2011,Fighting,Electronic Arts,450000,510000,0,190000
Mystery Legends: Beauty and the Beast,PC,2012,Puzzle,Focus Multimedia,0,10000,0,0
Time Commando,PS,1996,Action,Adeline Software,100000,70000,0,10000
Dante's Inferno,PSP,2010,Action,Electronic Arts,120000,30000,10000,30000
Blood Omen 2,GC,2002,Action,Eidos Interactive,40000,10000,0,0
Binary Domain,PS3,2012,Action,Sega,90000,80000,140000,30000
SaGa Frontier 2,PS,1999,Role-Playing,SquareSoft,100000,70000,710000,60000
Dragonfire,2600,1981,Action,Imagic,350000,20000,0,0
Dragon Age: Inquisition,X360,2014,Role-Playing,Electronic Arts,350000,160000,0,50000
NBA Live 2002,XB,2001,Sports,Electronic Arts,350000,30000,0,20000
Livly Garden,DS,2010,Simulation,Marvelous Interactive,0,0,20000,0
Power Rangers: Time Force,PS,2001,Action,THQ,180000,120000,0,20000
MTV Music Generator 3: This Is the Remix,PS2,2004,Misc,Codemasters,70000,50000,0,20000
The King of Fighters 2000,PS2,2002,Fighting,Playmore,0,0,40000,0
Club Penguin: Elite Penguin Force - Herbert's Revenge,DS,2010,Adventure,Disney Interactive Studios,400000,220000,0,60000
Samurai Warriors 4-II,PSV,2015,Action,Tecmo Koei,0,0,50000,0
Dragon Ball Z: Ultimate Tenkaichi,X360,2011,Fighting,Namco Bandai Games,390000,100000,10000,40000
Worldwide Soccer Manager 2008,PC,2007,Sports,Russel,0,1120000,0,0
Lego Batman 3: Beyond Gotham,XOne,2014,Action,Warner Bros. Interactive Entertainment,230000,170000,0,40000
World of Warcraft: Mists of Pandaria,PC,2012,Role-Playing,Activision,840000,760000,0,230000
NFL GameDay,PS,1995,Sports,Sony Computer Entertainment,470000,320000,0,60000
Dragon Ball Z: Attack of the Saiyans,DS,2009,Role-Playing,Namco Bandai Games,130000,20000,210000,10000
Backyard NBA Basketball,PS2,2003,Sports,Atari,290000,220000,0,70000
Frogger Beyond,XB,2002,Platform,Konami Digital Entertainment,60000,20000,0,0
Catwoman,GC,2004,Action,Electronic Arts,50000,10000,0,0
Ninja Assault,PS2,2002,Shooter,Namco Bandai Games,50000,40000,0,10000
Crushed Baseball,GBA,2004,Sports,Summitsoft,30000,10000,0,0
Star Wars: Battlefront II,XB,2005,Shooter,Activision,1220000,390000,0,60000
The History Channel: Civil War - Secret Missions,PS3,2008,Shooter,Activision,90000,0,0,10000
Virtua Striker 2002,GC,2002,Sports,Sega,10000,0,30000,0
Tyco RC: Assault with a Battery,PS,1999,Racing,Syscom,60000,40000,0,10000
SplashDown: Rides Gone Wild,PS2,2003,Racing,THQ,240000,190000,0,60000
Dig Dug,NES,1985,Puzzle,Namco Bandai Games,0,0,410000,0
GunGriffon II,SAT,1998,Simulation,ESP,0,0,60000,0
Saints Row IV,X360,2013,Action,Deep Silver,1010000,530000,10000,140000
Virtual Kasparov,GBA,2002,Strategy,Titus,10000,10000,0,0
Downhill Domination,PS2,2003,Racing,Codemasters,230000,180000,0,60000
Mister Slime,DS,2008,Action,SouthPeak Games,50000,0,0,0
Sonic Heroes,GC,2003,Platform,Sega,1050000,440000,60000,40000
Jackie Chan Adventures: Legend of the Dark Hand,GBA,2001,Action,Activision,130000,50000,0,0
Hot Pixel,PSP,2007,Puzzle,Atari,30000,0,0,0
FIFA Soccer 13,PS3,2012,Action,Electronic Arts,1060000,5050000,130000,2010000
Conflict: Vietnam,XB,2004,Shooter,SCi,170000,50000,0,10000
TMNT: Mutant Melee,GC,2005,Fighting,Konami Digital Entertainment,60000,10000,0,0
Rocket Power: Dream Scheme,GBA,2001,Action,THQ,290000,110000,0,10000
Harry Potter and the Half-Blood Prince,PS3,2009,Action,Electronic Arts,150000,130000,0,60000
Nobunaga no Yabou: Haouden,SNES,1993,Strategy,Tecmo Koei,300000,0,320000,0
"What Did I Do to Deserve This, My Lord!? 2",PSP,2008,Role-Playing,Nippon Ichi Software,50000,0,180000,10000
Hi Hi Puffy AmiYumi: The Genie & the Amp,DS,2006,Action,D3Publisher,10000,0,0,0
WTA Tour Tennis,PS2,2001,Sports,Konami Digital Entertainment,30000,20000,0,10000
Ridge Racer,PS,1994,Racing,Sony Computer Entertainment,0,0,740000,50000
Resident Evil 5 HD,PS4,2016,Action,Capcom,10000,0,0,0
Saka Agari Hurricane Portable,PSP,2011,Adventure,Alchemist,0,0,30000,0
Bladestorm: The Hundred Years' War,PS3,2007,Action,Tecmo Koei,100000,30000,140000,20000
Scooby-Doo! Mystery Mayhem,PS2,2004,Action,THQ,220000,170000,0,60000
Deca Sports 3,Wii,2010,Sports,Hudson Soft,150000,70000,0,20000
Aquaman: Battle for Atlantis,XB,,Action,Unknown,10000,0,0,0
Def Jam Rapstar,PS3,2010,Misc,Konami Digital Entertainment,250000,50000,0,30000
SingStar Singalong With Disney,PS2,2008,Misc,Sony Computer Entertainment,0,40000,0,570000
Ben 10: Protector of Earth,PS2,2007,Action,D3Publisher,90000,0,0,740000
One Piece Mansion,PS,2001,Action,Capcom,10000,10000,0,0
Star Soldier,NES,1986,Shooter,Hudson Soft,320000,60000,570000,10000
Deca Sports DS,DS,2009,Sports,Hudson Soft,80000,20000,0,10000
MVP Baseball,PSP,2005,Sports,Electronic Arts,200000,0,0,20000
Return to PopoloCrois: A Story of Seasons Fairytale,3DS,2015,Simulation,Marvelous Entertainment,40000,0,100000,10000
Rock Band Track Pack: Classic Rock,PS2,2009,Misc,MTV Games,100000,80000,0,30000
Wolfenstein: The New Order,PS4,2014,Shooter,Bethesda Softworks,470000,800000,30000,290000
Ninja Gaiden Sigma 2,PS3,2009,Action,Ubisoft Annecy,520000,160000,80000,100000
Style Savvy: Trendsetters,3DS,2012,Simulation,Nintendo,160000,20000,530000,10000
